,playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,cap hit
1392,8475906,2022,John Klingberg,ANA,D,5on5,50,53369.0,1029.0,7.85,0.38,0.41,0.43,0.43,0.42,0.42,128.0,52.47,2.84,2.94,12.83,1.62,30.9,22.88,2.81,2.78,2.75,6.0,3.0,49.0,25.0,46.0,120.0,14.0,5.0,3.0,0.0,12.0,1.0,23.0,30.0,44.0,69.0,13.0,26.0,0.0,48.0,15.0,29.0,65.0,8.0,1.0,1.6,0.93,0.31,5.0,0.0,0.0,117.4,74.0,72.8,18.0,0.6,0.5,0.34,3.1,3.04,3.0,1029.0,124.0,121.0,180.0,604.0,112.0,174.0,173.0,570.0,0.0,0.0,94169.0,26.0,6.0,2.0,63.0,411.34,35.36,33.78,34.54,33.04,402.0,160.0,184.0,746.0,32.0,42.0,4.0,413.0,119.0,30.0,12.22,14.74,8.4,17.0,9.0,6.0,721.39,562.0,546.85,5.57,8.46,7.73,33.2,32.56,32.01,569.95,57.83,54.67,59.53,56.24,614.0,167.0,214.0,995.0,56.0,76.0,9.0,542.0,172.0,67.0,17.23,21.85,18.74,18.0,22.0,16.0,1034.86,781.0,806.37,8.34,16.47,16.47,49.69,50.99,49.74,55.58,80.19,1298.0,1694.0,2.69,0.55,72.0,11.0,59.0,9.0,"7,000,000"
1427,8476923,2022,Damon Severson,NJD,D,5on5,59,60269.0,1204.0,32.68,0.58,0.53,0.55,0.53,0.55,0.53,186.0,63.27,2.45,3.68,17.55,2.18,39.13,28.01,2.38,2.45,2.38,5.0,8.0,64.0,29.0,60.0,153.0,16.0,3.0,7.0,0.0,13.0,2.0,29.0,39.0,61.0,90.0,11.0,22.0,0.0,30.0,15.0,25.0,90.0,3.0,0.0,2.15,0.3,0.0,3.0,0.0,0.0,153.15,93.0,93.16,13.0,0.73,1.34,0.1,3.09,3.08,3.0,1204.0,141.0,138.0,202.0,723.0,187.0,175.0,157.0,685.0,0.0,0.0,114824.0,22.0,8.0,4.0,72.0,582.62,56.82,53.57,57.3,54.04,586.0,205.0,318.0,1109.0,44.0,66.0,7.0,545.0,194.0,52.0,16.82,24.69,15.31,14.0,26.0,4.0,1121.77,791.0,801.41,8.13,14.25,14.85,50.1,50.46,49.13,460.64,41.38,39.84,41.48,39.95,457.0,182.0,251.0,890.0,39.0,51.0,12.0,471.0,128.0,40.0,13.9,15.72,11.77,12.0,11.0,16.0,883.9,639.0,638.06,6.21,11.06,10.94,36.65,36.75,36.23,84.58,74.78,1906.0,1718.0,4.11,0.52,100.0,10.0,76.0,9.0,"4,166,666"
1462,8476902,2022,Esa Lindell,DAL,D,5on5,62,57639.0,1231.0,22.92,0.52,0.52,0.49,0.53,0.48,0.52,251.0,63.85,2.66,3.64,18.37,2.33,38.91,28.08,2.56,2.73,2.63,2.0,7.0,70.0,24.0,59.0,153.0,13.0,4.0,4.0,1.0,14.0,3.0,33.0,36.0,66.0,90.0,5.0,10.0,0.0,57.0,21.0,28.0,89.0,5.0,0.0,1.98,0.69,0.0,3.0,1.0,0.0,154.88,94.0,95.47,19.0,0.73,0.94,0.43,2.96,3.02,2.97,1231.0,62.0,152.0,178.0,839.0,223.0,123.0,171.0,714.0,0.0,0.0,124404.0,10.0,6.0,3.0,75.0,457.71,41.94,40.76,42.61,41.41,458.0,177.0,251.0,886.0,42.0,50.0,8.0,457.0,135.0,43.0,13.66,16.6,11.68,18.0,15.0,9.0,904.12,635.0,646.01,6.31,10.72,10.44,37.81,38.5,38.12,490.21,38.68,37.5,38.5,37.33,482.0,196.0,254.0,932.0,31.0,34.0,2.0,520.0,125.0,33.0,14.27,15.46,8.95,13.0,13.0,5.0,919.59,678.0,672.54,6.45,5.98,5.98,39.16,39.01,38.35,92.04,84.3,2093.0,1882.0,5.21,0.37,93.0,8.0,78.0,8.0,"5,800,000"
1467,8477499,2022,Rasmus Ristolainen,PHI,D,5on5,55,51980.0,1209.0,7.78,0.48,0.46,0.45,0.49,0.48,0.5,238.0,42.48,1.71,2.37,11.29,1.41,25.41,18.8,1.7,1.71,1.7,4.0,2.0,46.0,15.0,34.0,95.0,7.0,1.0,2.0,0.0,16.0,2.0,18.0,22.0,45.0,60.0,13.0,26.0,0.0,103.0,16.0,32.0,58.0,2.0,1.0,1.2,0.26,0.24,0.0,1.0,0.0,93.18,61.0,60.12,31.0,0.47,0.32,0.03,2.14,2.14,2.13,1209.0,88.0,161.0,162.0,798.0,156.0,157.0,141.0,755.0,0.0,0.0,112628.0,26.0,6.0,3.0,82.0,393.9,32.67,31.86,33.0,32.17,404.0,142.0,160.0,706.0,31.0,24.0,4.0,400.0,117.0,29.0,11.06,14.2,7.4,10.0,13.0,8.0,707.03,546.0,546.86,5.41,4.53,4.53,33.56,33.7,33.28,421.63,35.63,34.47,36.06,34.88,412.0,175.0,267.0,854.0,37.0,22.0,5.0,442.0,109.0,36.0,13.17,13.19,9.26,12.0,14.0,11.0,863.48,587.0,593.85,5.82,4.76,4.76,36.7,37.11,36.38,75.84,88.4,1731.0,1805.0,5.19,0.2,103.0,7.0,85.0,6.0,"5,100,000"
1517,8474090,2022,Brendan Smith,NJD,D,5on5,52,42614.0,927.0,12.78,0.55,0.55,0.54,0.54,0.54,0.54,262.0,45.56,3.13,2.75,12.63,1.62,25.55,19.32,2.97,3.15,2.99,1.0,3.0,45.0,20.0,40.0,105.0,4.0,0.0,6.0,0.0,6.0,4.0,21.0,28.0,45.0,65.0,27.0,61.0,0.0,86.0,12.0,28.0,52.0,11.0,2.0,1.19,1.41,0.53,0.0,0.0,0.0,106.65,65.0,66.5,23.0,0.56,0.99,0.59,3.11,3.14,3.07,927.0,89.0,95.0,131.0,612.0,157.0,151.0,98.0,521.0,0.0,0.0,110302.0,61.0,35.0,13.0,49.0,389.47,33.72,32.46,33.9,32.65,384.0,148.0,186.0,718.0,23.0,38.0,6.0,390.0,110.0,32.0,11.56,13.68,8.48,8.0,12.0,3.0,728.62,532.0,539.56,5.19,7.15,7.15,31.76,32.0,31.39,318.39,27.24,26.67,27.3,26.72,317.0,128.0,168.0,613.0,26.0,23.0,4.0,326.0,95.0,24.0,9.28,11.56,6.39,7.0,13.0,6.0,606.05,445.0,441.81,4.32,4.79,4.79,26.76,26.76,26.51,89.56,74.37,1925.0,1643.0,3.4,0.01,88.0,1.0,66.0,1.0,"1,100,000"
1537,8478859,2022,Niko Mikkola,NYR,D,5on5,61,54157.0,1325.0,-5.47,0.44,0.46,0.42,0.48,0.43,0.48,288.0,40.39,1.34,2.28,11.52,1.31,23.46,17.09,1.31,1.33,1.3,1.0,3.0,37.0,20.0,21.0,78.0,4.0,0.0,1.0,0.0,12.0,1.0,26.0,17.0,37.0,57.0,22.0,47.0,0.0,107.0,6.0,25.0,57.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,77.69,57.0,56.95,21.0,0.46,0.44,0.03,1.77,1.76,1.73,1325.0,66.0,142.0,195.0,922.0,174.0,150.0,154.0,847.0,0.0,0.0,130511.0,47.0,15.0,6.0,62.0,374.17,33.97,33.09,34.37,33.47,379.0,129.0,131.0,639.0,41.0,37.0,4.0,360.0,116.0,32.0,11.42,13.91,8.65,19.0,17.0,5.0,640.11,508.0,510.62,5.25,7.34,7.35,31.87,32.15,31.79,477.58,43.33,41.3,43.63,41.61,456.0,204.0,218.0,878.0,43.0,51.0,8.0,471.0,141.0,48.0,12.89,17.33,13.1,11.0,22.0,10.0,882.7,660.0,662.6,6.6,11.52,10.98,38.95,39.21,38.49,86.06,99.24,1870.0,2016.0,4.79,0.78,102.0,13.0,79.0,10.0,"1,900,000"
1562,8475762,2022,Derek Forbort,BOS,D,5on5,49,42625.0,1014.0,8.77,0.48,0.55,0.45,0.52,0.46,0.53,237.0,32.45,1.36,1.85,8.96,1.21,20.16,13.46,1.34,1.4,1.38,5.0,2.0,31.0,16.0,47.0,94.0,10.0,3.0,2.0,1.0,8.0,0.0,17.0,17.0,28.0,44.0,9.0,18.0,0.0,80.0,8.0,21.0,44.0,2.0,1.0,0.86,0.24,0.26,2.0,0.0,1.0,98.16,47.0,48.58,13.0,0.37,0.68,0.29,1.43,1.46,1.43,1014.0,71.0,110.0,168.0,665.0,156.0,125.0,124.0,609.0,0.0,0.0,99866.0,18.0,6.0,3.0,54.0,322.43,27.94,27.36,28.61,28.02,325.0,114.0,149.0,588.0,31.0,21.0,3.0,313.0,105.0,21.0,9.23,13.14,5.58,11.0,13.0,7.0,611.93,439.0,453.14,4.47,4.15,3.77,28.64,29.34,29.01,366.99,30.62,29.52,30.17,29.08,361.0,147.0,218.0,726.0,23.0,33.0,5.0,382.0,100.0,26.0,11.55,11.89,7.18,9.0,10.0,4.0,702.38,508.0,496.0,5.07,6.85,6.85,28.78,28.33,27.86,84.54,69.61,1613.0,1472.0,5.98,0.23,91.0,8.0,69.0,4.0,"3,000,000"
1572,8476885,2022,Jacob Trouba,NYR,D,5on5,62,64593.0,1233.0,31.71,0.48,0.5,0.51,0.51,0.52,0.51,182.0,122.0,4.79,6.99,33.05,4.0,73.86,54.32,4.66,4.8,4.67,5.0,5.0,139.0,38.0,80.0,257.0,12.0,2.0,17.0,0.0,22.0,1.0,76.0,59.0,137.0,175.0,18.0,51.0,0.0,156.0,24.0,36.0,168.0,7.0,2.0,3.37,0.94,0.48,1.0,1.0,0.0,258.8,177.0,177.94,27.0,1.39,3.11,0.66,5.53,5.56,5.47,1233.0,87.0,127.0,189.0,830.0,161.0,146.0,169.0,757.0,0.0,0.0,119603.0,51.0,33.0,9.0,116.0,559.87,43.72,42.67,44.18,43.13,564.0,220.0,272.0,1056.0,45.0,40.0,1.0,602.0,148.0,34.0,17.25,17.74,8.73,14.0,25.0,6.0,1066.62,784.0,790.54,7.59,6.51,6.65,44.65,45.12,44.47,527.01,47.87,46.09,47.74,45.99,521.0,202.0,276.0,999.0,58.0,43.0,9.0,511.0,167.0,45.0,15.2,20.52,12.15,25.0,23.0,10.0,997.18,723.0,723.45,7.39,9.21,9.21,46.04,46.1,45.39,78.84,78.05,1757.0,1708.0,4.21,0.44,84.0,9.0,70.0,9.0,"8,000,000"
1607,8474618,2022,Marco Scandella,STL,D,5on5,5,4604.0,110.0,-1.3,0.35,0.35,0.41,0.38,0.4,0.38,21.0,4.9,0.1,0.25,1.46,0.14,3.02,2.02,0.1,0.1,0.1,0.0,0.0,6.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,6.0,7.0,0.0,0.0,0.0,9.0,1.0,2.0,7.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,11.65,7.0,6.92,2.0,0.05,0.0,0.0,0.15,0.15,0.15,110.0,2.0,16.0,19.0,73.0,18.0,12.0,11.0,69.0,0.0,0.0,10646.0,0.0,0.0,0.0,2.0,29.98,2.14,2.13,2.12,2.11,33.0,9.0,14.0,56.0,0.0,0.0,0.0,31.0,10.0,1.0,0.7,1.18,0.26,0.0,0.0,0.0,54.4,42.0,41.05,0.4,0.0,0.0,2.53,2.51,2.5,45.95,3.91,3.82,3.98,3.89,41.0,23.0,17.0,81.0,4.0,3.0,0.0,46.0,17.0,1.0,1.47,2.13,0.31,2.0,2.0,0.0,82.73,64.0,65.09,0.69,0.4,0.4,4.21,4.26,4.19,5.33,9.96,123.0,200.0,0.09,0.08,6.0,2.0,5.0,2.0,"3,275,000"
1637,8480192,2022,Johnathan Kovacevic,MTL,D,5on5,56,49754.0,968.0,12.48,0.48,0.43,0.49,0.46,0.49,0.46,240.0,60.93,3.01,3.45,15.62,1.91,35.65,27.36,2.86,2.99,2.84,3.0,5.0,60.0,27.0,46.0,133.0,10.0,2.0,10.0,0.0,11.0,0.0,33.0,31.0,58.0,85.0,10.0,20.0,0.0,62.0,23.0,58.0,79.0,6.0,2.0,1.88,0.65,0.47,2.0,0.0,0.0,131.81,87.0,86.23,53.0,0.69,2.22,0.3,3.39,3.36,3.23,968.0,74.0,97.0,138.0,659.0,161.0,141.0,131.0,535.0,0.0,0.0,112691.0,20.0,16.0,8.0,44.0,384.52,36.23,34.74,36.06,34.59,378.0,147.0,198.0,723.0,35.0,37.0,6.0,371.0,113.0,41.0,10.88,13.98,11.37,12.0,15.0,8.0,718.7,525.0,522.69,5.46,9.42,8.87,32.82,32.71,32.22,405.76,38.89,37.25,39.19,37.52,420.0,135.0,195.0,750.0,32.0,41.0,4.0,393.0,115.0,47.0,11.72,14.78,12.4,9.0,16.0,7.0,758.33,555.0,559.95,5.81,8.96,8.96,35.75,35.97,35.19,73.38,96.32,1587.0,1882.0,3.45,0.45,75.0,7.0,61.0,6.0,"766,667"
1657,8476967,2022,Brett Kulak,EDM,D,5on5,62,58311.0,1197.0,20.4,0.53,0.55,0.5,0.53,0.49,0.52,205.0,73.2,2.51,4.15,20.69,2.49,43.14,33.03,2.44,2.51,2.43,2.0,9.0,82.0,24.0,51.0,157.0,13.0,2.0,2.0,0.0,31.0,2.0,36.0,33.0,80.0,104.0,16.0,35.0,0.0,71.0,20.0,28.0,103.0,3.0,0.0,2.02,0.49,0.0,2.0,0.0,0.0,156.92,106.0,106.01,24.0,0.84,0.06,0.1,3.24,3.24,3.16,1197.0,127.0,112.0,228.0,730.0,171.0,201.0,140.0,685.0,0.0,0.0,121722.0,35.0,17.0,7.0,69.0,479.58,44.09,41.95,44.34,42.24,495.0,163.0,222.0,880.0,43.0,41.0,1.0,475.0,140.0,43.0,15.02,17.69,11.38,19.0,19.0,5.0,892.47,658.0,665.48,6.86,8.32,8.32,42.64,43.05,41.97,494.11,39.78,38.91,39.9,39.04,515.0,167.0,207.0,889.0,38.0,35.0,6.0,525.0,129.0,28.0,15.95,15.9,7.92,19.0,14.0,5.0,883.14,682.0,679.72,6.52,5.6,5.6,40.7,40.73,40.23,98.79,81.82,1997.0,1776.0,5.23,0.55,93.0,14.0,72.0,12.0,"2,750,000"
1667,8471724,2022,Kris Letang,PIT,D,5on5,43,50529.0,975.0,26.48,0.52,0.52,0.5,0.51,0.5,0.52,66.0,75.49,2.7,4.33,20.0,2.53,44.84,34.6,2.55,2.7,2.55,3.0,8.0,76.0,33.0,76.0,185.0,13.0,2.0,5.0,0.0,20.0,3.0,34.0,45.0,74.0,107.0,10.0,20.0,0.0,97.0,25.0,37.0,103.0,6.0,0.0,2.03,0.67,0.0,1.0,1.0,0.0,186.09,109.0,109.55,27.0,0.88,0.95,0.1,3.47,3.48,3.3,975.0,117.0,91.0,216.0,551.0,76.0,141.0,133.0,625.0,0.0,0.0,75702.0,20.0,14.0,7.0,71.0,460.36,43.7,41.6,44.11,41.98,439.0,198.0,209.0,846.0,33.0,51.0,3.0,451.0,143.0,43.0,13.65,18.07,11.98,14.0,13.0,6.0,855.67,637.0,642.01,6.72,10.04,10.04,40.38,40.78,39.86,450.99,40.24,39.0,40.18,38.94,483.0,145.0,223.0,851.0,40.0,40.0,5.0,451.0,141.0,36.0,12.96,17.48,9.81,14.0,16.0,10.0,847.14,628.0,626.64,6.5,7.66,7.66,39.08,39.12,38.41,60.25,56.12,1278.0,1206.0,3.58,0.35,76.0,9.0,66.0,6.0,"6,100,000"
1672,8482655,2022,J.J. Moser,ARI,D,5on5,61,53404.0,1250.0,10.55,0.43,0.44,0.43,0.45,0.42,0.45,222.0,46.02,2.27,2.75,12.38,1.53,27.15,19.93,2.21,2.26,2.2,4.0,5.0,45.0,21.0,55.0,121.0,12.0,3.0,5.0,0.0,14.0,1.0,20.0,23.0,42.0,63.0,13.0,29.0,0.0,51.0,8.0,19.0,62.0,2.0,2.0,1.62,0.19,0.46,3.0,0.0,0.0,119.84,66.0,65.5,18.0,0.55,0.82,0.49,2.33,2.33,2.28,1250.0,87.0,180.0,262.0,721.0,144.0,188.0,179.0,739.0,0.0,0.0,122193.0,29.0,19.0,8.0,51.0,348.98,31.98,31.07,32.0,31.09,330.0,148.0,183.0,661.0,31.0,22.0,2.0,338.0,109.0,31.0,10.35,13.41,8.22,15.0,11.0,5.0,653.8,478.0,475.56,4.92,4.52,4.8,32.09,31.98,31.43,473.9,42.81,41.25,43.19,41.6,478.0,180.0,201.0,859.0,46.0,39.0,7.0,471.0,148.0,39.0,13.69,18.75,10.37,18.0,20.0,8.0,874.19,658.0,665.95,6.7,8.19,8.19,41.32,41.61,40.8,77.95,99.47,1654.0,2022.0,4.18,0.14,68.0,5.0,52.0,5.0,"886,667"
1677,8476874,2022,Olli Maatta,DET,D,5on5,57,55522.0,1142.0,14.47,0.45,0.48,0.47,0.45,0.46,0.46,181.0,44.39,1.41,2.48,13.59,1.55,25.75,19.23,1.35,1.4,1.34,7.0,7.0,44.0,20.0,33.0,97.0,18.0,4.0,2.0,0.0,12.0,0.0,22.0,24.0,40.0,60.0,5.0,10.0,0.0,50.0,18.0,23.0,62.0,2.0,0.0,1.16,0.25,0.0,3.0,1.0,0.0,96.73,64.0,63.79,19.0,0.5,0.59,0.19,1.72,1.71,1.64,1142.0,101.0,117.0,190.0,734.0,153.0,189.0,134.0,666.0,0.0,0.0,110887.0,10.0,10.0,5.0,74.0,387.66,32.21,30.68,32.24,30.73,386.0,157.0,198.0,741.0,35.0,34.0,2.0,411.0,109.0,23.0,11.83,13.55,6.83,16.0,15.0,4.0,738.95,543.0,542.8,5.3,6.91,7.2,30.31,30.43,29.88,452.05,39.86,38.06,40.14,38.3,469.0,158.0,220.0,847.0,40.0,46.0,11.0,470.0,114.0,43.0,13.43,14.16,12.27,17.0,12.0,11.0,856.49,627.0,632.86,6.35,9.48,9.61,36.6,36.8,35.99,68.11,73.95,1519.0,1829.0,3.21,0.13,70.0,6.0,55.0,5.0,"2,250,000"
1717,8474013,2022,Ian Cole,TBL,D,5on5,58,55306.0,1147.0,20.02,0.55,0.52,0.51,0.51,0.52,0.51,199.0,57.55,2.24,3.34,16.02,1.99,35.83,26.58,2.2,2.22,2.19,7.0,2.0,69.0,17.0,53.0,139.0,12.0,3.0,0.0,1.0,24.0,3.0,24.0,32.0,66.0,83.0,26.0,55.0,0.0,90.0,16.0,24.0,84.0,1.0,1.0,1.77,0.09,0.38,2.0,0.0,1.0,139.5,86.0,86.54,18.0,0.66,0.0,0.38,2.52,2.51,2.47,1147.0,88.0,130.0,171.0,758.0,174.0,144.0,159.0,670.0,0.0,0.0,113150.0,55.0,15.0,5.0,69.0,455.57,44.49,43.01,44.78,43.32,446.0,191.0,204.0,841.0,40.0,38.0,6.0,437.0,159.0,41.0,14.22,19.25,11.02,10.0,16.0,14.0,854.04,637.0,643.73,6.82,7.66,7.84,43.47,43.73,43.02,433.96,37.03,35.78,37.5,36.23,435.0,164.0,207.0,806.0,36.0,31.0,2.0,438.0,132.0,29.0,13.12,16.53,7.37,10.0,20.0,6.0,806.25,599.0,603.38,5.99,5.71,5.51,37.51,37.96,37.22,95.66,89.66,1842.0,1753.0,4.5,1.02,81.0,11.0,60.0,10.0,"3,000,000"
1722,8478416,2022,Erik Cernak,TBL,D,5on5,53,49574.0,1067.0,15.02,0.51,0.53,0.51,0.52,0.51,0.52,193.0,54.56,2.09,3.17,14.75,1.73,34.67,24.58,2.03,2.08,2.02,4.0,5.0,61.0,20.0,32.0,113.0,10.0,1.0,2.0,0.0,19.0,4.0,27.0,28.0,60.0,80.0,16.0,32.0,0.0,133.0,14.0,19.0,77.0,4.0,0.0,1.69,0.4,0.0,0.0,1.0,0.0,113.84,81.0,80.95,11.0,0.63,0.4,0.13,2.59,2.59,2.53,1067.0,101.0,143.0,227.0,596.0,144.0,79.0,144.0,700.0,0.0,0.0,103447.0,32.0,16.0,8.0,53.0,404.52,39.92,38.47,40.21,38.75,406.0,157.0,181.0,744.0,34.0,39.0,7.0,377.0,154.0,32.0,12.18,18.98,8.76,9.0,14.0,11.0,754.15,563.0,567.99,6.01,7.5,7.5,38.44,38.59,37.9,390.97,37.61,36.2,37.98,36.54,389.0,143.0,188.0,720.0,38.0,35.0,2.0,359.0,137.0,36.0,10.75,16.98,9.87,13.0,14.0,11.0,721.95,532.0,535.36,5.55,7.62,7.19,35.97,36.31,35.63,88.12,78.17,1728.0,1565.0,4.2,0.97,85.0,13.0,63.0,12.0,"2,950,000"
1727,8477986,2022,Brandon Montour,FLA,D,5on5,61,65769.0,1327.0,55.57,0.53,0.55,0.53,0.55,0.52,0.54,134.0,124.45,6.88,7.48,32.95,4.35,74.37,53.97,6.65,6.83,6.61,8.0,9.0,124.0,56.0,54.0,234.0,25.0,8.0,9.0,2.0,30.0,2.0,60.0,71.0,116.0,172.0,12.0,27.0,0.0,73.0,19.0,30.0,164.0,11.0,5.0,4.16,1.25,1.47,4.0,3.0,1.0,234.62,180.0,180.15,19.0,1.5,1.81,1.48,6.89,6.85,6.77,1327.0,192.0,140.0,221.0,774.0,158.0,223.0,235.0,711.0,0.0,0.0,106359.0,27.0,29.0,13.0,54.0,648.78,59.36,56.7,59.83,57.11,661.0,236.0,281.0,1178.0,58.0,66.0,12.0,651.0,190.0,56.0,19.54,23.46,16.36,23.0,24.0,11.0,1186.69,897.0,903.79,8.97,15.34,14.69,53.65,53.95,53.05,594.5,53.53,51.68,53.31,51.49,598.0,220.0,244.0,1062.0,46.0,60.0,6.0,580.0,188.0,50.0,16.25,23.1,14.18,15.0,21.0,10.0,1056.73,818.0,814.59,8.41,12.97,12.97,48.97,48.82,48.1,91.34,74.56,1899.0,1560.0,4.94,0.23,76.0,6.0,67.0,6.0,"3,500,000"
1737,8476457,2022,Adam Larsson,SEA,D,5on5,61,73715.0,1420.0,38.63,0.52,0.5,0.53,0.51,0.54,0.51,88.0,102.95,3.96,5.74,28.51,3.52,62.42,47.85,3.84,4.0,3.88,11.0,6.0,101.0,51.0,59.0,211.0,21.0,4.0,7.0,0.0,30.0,3.0,41.0,67.0,97.0,148.0,15.0,31.0,0.0,143.0,20.0,25.0,143.0,7.0,2.0,2.77,0.77,0.43,3.0,1.0,0.0,211.54,152.0,152.94,16.0,1.14,1.22,0.59,4.51,4.56,4.45,1420.0,189.0,127.0,253.0,851.0,170.0,151.0,249.0,850.0,0.0,0.0,108456.0,31.0,11.0,4.0,97.0,653.44,55.53,53.85,56.18,54.5,623.0,295.0,277.0,1195.0,67.0,47.0,8.0,703.0,163.0,52.0,21.55,20.12,13.86,32.0,23.0,12.0,1213.59,918.0,929.63,8.98,8.16,8.2,56.31,56.92,56.14,558.61,52.05,49.58,52.15,49.66,556.0,218.0,279.0,1053.0,51.0,56.0,10.0,555.0,161.0,58.0,16.23,20.34,15.48,18.0,19.0,14.0,1052.08,774.0,772.33,7.97,11.8,11.81,48.2,48.3,47.32,73.96,73.26,1660.0,1574.0,4.34,0.33,116.0,7.0,84.0,6.0,"4,000,000"
